"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","not.fully.paid"
1,"debt_consolidation",0.1189,265.32,11.00209984,17.24,707,4770,5476,46.4,0,0,0,1
0,"credit_card",0.0838,189.08,10.81977828,4.51,727,600,669,7,0,0,0,0
1,"debt_consolidation",0.1461,689.51,11.51292546,22.55,677,5699.958333,25920,36.8,0,2,0,0
0,"all_other",0.1183,132.54,10.71441777,1.57,727,10445.95833,49680,85.2,1,0,0,0
1,"debt_consolidation",0.1261,201.04,10.81977828,3.89,667,5970.041667,20845,47.7,0,0,0,0
0,"credit_card",0.1829,849.38,11.22524339,8.54,657,9361.041667,0,0,2,0,0,0
0,"debt_consolidation",0.1596,316.25,9.903487553,15.66,642,5370,5673,22,1,0,0,0
1,"credit_card",0.1148,633,11.01862914,17.35,762,8820,5331,9.1,2,0,0,0
1,"home_improvement",0.1347,254.42,11.0814654,6.76,687,4680,9463,83.7,1,0,0,0
0,"major_purchase",0.1347,118.73,9.61580548,17.28,727,930,0,0,0,0,0,1
1,"all_other",0.0859,316.11,10.91508846,13.85,752,5910.041667,10862,28.5,2,0,0,0
0,"all_other",0.1209,266.06,11.33857208,9.87,702,3420,1077,15.8,5,0,0,0
1,"debt_consolidation",0.1186,265.18,10.858999,11.31,667,1560,5867,74.3,1,0,0,0
1,"all_other",0.1793,902.94,12.61153775,8.6,677,7170.041667,38436,73.2,0,1,0,0
1,"home_improvement",0.1158,495.21,10.37349118,4.8,762,2369.958333,15531,43.1,5,0,0,0
0,"home_improvement",0.0938,127.91,11.69524702,6.46,727,5101,138492,49.4,1,0,0,0
1,"debt_consolidation",0.08,172.35,10.95080655,18.76,747,3299.958333,40383,63,3,0,0,0
1,"debt_consolidation",0.1426,411.67,10.16585182,10.85,682,1620.041667,9106,52.6,0,0,0,0
0,"debt_consolidation",0.1109,65.57,10.59663473,9.98,672,390,0,0,0,0,0,0
1,"all_other",0.1221,333.15,11.32215229,11.91,702,3779.958333,2015,31,1,0,0,0
0,"debt_consolidation",0.16,79.99,11.51292546,24.6,702,5520,34070,44.5,4,0,0,0
1,"credit_card",0.16,377.95,10.49127422,21.93,667,1230.041667,15977,83.6,0,0,0,0
0,"debt_consolidation",0.1387,204.69,11.22524339,25.84,702,3248,30509,69.2,0,0,0,0
1,"all_other",0.0988,144.95,10.35774282,20.76,722,2220,1792,39.8,3,0,0,0
0,"debt_consolidation",0.1525,869.7,10.71441777,13.73,697,7860.041667,18840,54.8,6,0,0,1
1,"debt_consolidation",0.1533,383.12,11.15625052,24.12,672,5370.041667,18107,68.8,2,0,0,0
1,"debt_consolidation",0.1322,676.02,11.40756495,18.03,812,3929.958333,32422,95.6,1,0,0,0
1,"educational",0.1442,182.23,10.81985828,15.24,672,2760.041667,2401,57.2,0,0,0,0
1,"credit_card",0.1379,511.14,10.96819829,11.07,707,3120,15166,94.8,2,0,0,0
1,"debt_consolidation",0.1425,514.49,10.77895629,19.05,667,6209,14036,64.4,0,0,0,0
1,"credit_card",0.1008,193.83,10.59663473,16.17,712,2699.041667,15597,60,1,0,0,0
1,"home_improvement",0.1322,338.01,11.1844214,0.93,737,1409.958333,3714,18.2,0,0,0,1
1,"debt_consolidation",0.1148,494.53,11.08214255,12.02,742,3240,15757,64.6,0,0,0,0
0,"all_other",0.0945,240.08,11.69524702,19.46,752,10769.95833,190486,80.8,1,0,0,1
1,"all_other",0.1284,84.05,10.27505111,17.17,692,2940,1687,39.2,0,0,1,1
1,"debt_consolidation",0.1253,689.41,11.51372515,14.45,722,4291,13171,51.8,3,0,0,0
1,"debt_consolidation",0.102,161.81,10.59653473,13.08,722,3929.958333,6013,51,3,0,0,0
1,"major_purchase",0.0714,111.39,11.03488966,16.51,732,4290.041667,22646,65.3,1,0,0,0
1,"debt_consolidation",0.1347,447.78,10.59663473,12.72,727,1499.958333,9721,30.9,2,0,0,0
1,"major_purchase",0.1099,769.28,12.20607265,0.67,807,4710,0,0,1,0,0,0
1,"credit_card",0.0963,231.08,11.12726298,19.11,727,6210,35333,66.9,3,0,0,0
1,"debt_consolidation",0.0996,253.16,10.16585182,6.14,697,2040.041667,991,34.2,1,0,0,0
1,"debt_consolidation",0.1158,495.21,11.53479458,10.51,727,10500,37281,69.4,1,0,0,0
1,"credit_card",0.1357,339.69,10.71441777,8.75,682,6360,24223,72.7,0,0,0,0
1,"major_purchase",0.1114,164.02,10.55581274,2.84,712,4200.041667,2650,48.2,2,0,1,0
1,"small_business",0.1411,410.75,11.42954386,7.63,692,1979.958333,752,2.5,2,2,0,1
1,"debt_consolidation",0.1099,163.68,10.65225864,9.53,737,2430.041667,3184,42.5,1,0,0,0
1,"debt_consolidation",0.1189,782.67,10.91501573,16.21,737,5009.958333,29276,71.5,0,0,0,0
1,"debt_consolidation",0.1357,67.94,11.51288546,14.04,687,6539.958333,44489,97.6,1,0,0,0
1,"home_improvement",0.1148,659.37,12.20607265,4.24,812,5880,15571,8.7,4,0,0,0
0,"debt_consolidation",0.1362,84.99,10.08580911,10.65,647,11190.04167,3257,59.2,0,0,0,0
1,"educational",0.1347,84.81,9.574983486,16.33,672,3150,1159,38.6,1,0,0,0
1,"debt_consolidation",0.1347,162.83,11.51292546,21.8,687,6420.041667,52757,96.4,0,0,0,0
1,"credit_card",0.1183,78.7,11.00209984,16.48,697,6839.958333,3689,22.2,2,0,0,0
1,"major_purchase",0.1505,156.12,11.31447453,11.56,667,3630,0,0,1,2,1,0
1,"debt_consolidation",0.1774,720.42,12.20607265,8.89,662,5069.958333,24724,46.1,3,2,0,1
1,"all_other",0.1734,895.56,11.47210347,18.8,662,11520.04167,14706,77,0,2,0,0
1,"debt_consolidation",0.1635,367.43,10.46321762,17.45,662,2339.958333,13373,86.8,1,0,0,0
1,"home_improvement",0.128,84,10.37349118,20,682,5492,3408,35.1,1,0,0,1
1,"credit_card",0.1311,472.43,10.59663473,11.31,697,5550,12942,67.1,0,0,0,0
1,"debt_consolidation",0.1148,197.82,10.46253175,1.61,742,5369.958333,1926,6,4,3,0,1
1,"all_other",0.1218,333,11.14481394,18.22,712,5820,17604,72.1,0,0,0,0
1,"all_other",0.0988,257.69,11.58988651,1.44,757,3509.041667,4165,61.2,2,0,0,0
1,"major_purchase",0.08,56.41,11.95969885,0.18,797,12153.04167,2044,7.5,2,0,0,0
1,"all_other",0.1183,231.94,11.08214255,23.39,712,2940,14425,41.9,1,0,0,0
0,"credit_card",0.1438,137.45,9.61580548,16.32,647,1049,4364,101.5,5,0,0,1
1,"debt_consolidation",0.1426,377.37,10.75739211,22.84,677,5250.041667,16665,60.6,1,0,0,0
1,"home_improvement",0.1221,273.19,11.22524339,9.1,707,6240.041667,11136,42.7,1,0,1,0
1,"debt_consolidation",0.1218,283.05,11.30713055,6.8,707,7859.958333,58907,58.7,0,1,0,0
0,"credit_card",0.1438,97.08,10.59663473,28.68,692,4709,21290,78,1,0,0,0
1,"all_other",0.1158,165.07,10.54534144,13.52,807,4589.958333,323,1.8,0,0,0,0
0,"credit_card",0.1059,390.54,12.27373129,11.78,692,1470,921,14.6,16,0,0,0
1,"debt_consolidation",0.1095,327.14,10.81977828,8.9,727,3179.958333,6048,26.8,1,0,0,0
1,"debt_consolidation",0.1148,692.34,11.22524339,15.63,747,7680,23860,55.5,1,0,0,0
1,"educational",0.1183,662.68,11.51292546,6.72,737,3041.041667,4070,19.5,0,0,0,0
1,"debt_consolidation",0.1583,841.76,11.22524339,15.38,662,3420.041667,15222,77.3,0,2,0,0
1,"home_improvement",0.1537,209.08,11.1844214,3.3,707,4979.958333,16860,99.2,3,0,0,0
1,"debt_consolidation",0.0938,207.85,11.22524339,13.42,742,6810.041667,29258,1.6,0,0,0,0
0,"credit_card",0.1253,384.87,11.00209984,11.56,722,3614,25088,75.6,5,0,0,1
1,"debt_consolidation",0.1253,560.57,10.40426284,17.38,717,2040.041667,0,0,1,1,0,0
1,"credit_card",0.1418,342.66,11.40756495,20.77,672,2626.958333,59106,62.3,0,0,0,0
1,"home_improvement",0.0894,333.61,10.30895266,2.84,762,4380,3257,15.1,1,0,0,0
1,"debt_consolidation",0.1284,134.48,11.7829526,17.68,707,4170.041667,51973,95,3,0,0,0
1,"debt_consolidation",0.0774,171.71,10.55841352,8.42,757,3360.041667,5338,23,1,0,0,0
0,"all_other",0.1312,168.76,9.729134165,5.36,652,299.9583333,2486,82.9,0,0,0,1
1,"credit_card",0.1095,212.64,11.03488966,14.13,722,3089.958333,5339,20.1,0,0,0,0
1,"credit_card",0.1412,102.71,10.08580911,9.3,662,1470,5062,85.8,0,0,0,0
1,"debt_consolidation",0.1392,102.42,10.49127422,8.77,682,1200.041667,8901,65.4,0,0,0,0
1,"all_other",0.1322,67.61,10.91508846,9.77,672,5250,1083,77.4,3,0,0,0
1,"credit_card",0.1189,248.73,10.03801845,16.89,717,8100.041667,555,23.1,0,0,0,0
1,"debt_consolidation",0.1316,432.26,11.03488966,3.74,707,2339.958333,6214,20.8,0,0,0,0
1,"debt_consolidation",0.2121,746.24,11.73606902,19.87,662,7920,90063,79.6,1,0,0,1
1,"small_business",0.1126,394.36,11.22524339,13.01,722,2971,12649,67.3,0,0,0,1
1,"debt_consolidation",0.1322,507.01,10.85892207,1.96,717,1409.958333,2425,29.2,0,0,0,0
1,"small_business",0.1913,110.17,11.00209984,1.08,702,5100,1965,98.2,0,0,1,0
0,"small_business",0.1336,845,11.98292909,7.91,712,3060.041667,16716,22.4,5,0,0,0
1,"all_other",0.1496,225.2,11.00209984,1.08,697,1200.041667,0,0,3,3,0,1
1,"home_improvement",0.1531,870.39,12.22587527,7.21,697,5101,28406,45,0,0,0,0
1,"small_business",0.1422,514.27,11.00209984,3.48,702,3870.041667,4628,94.4,3,0,0,0
1,"home_improvement",0.1078,313.3,11.02190247,14.06,702,5700.041667,4781,15.5,2,0,0,1
1,"home_improvement",0.1158,825.34,11.56171563,13.36,752,4980,16101,36.9,2,0,0,0
1,"all_other",0.1347,169.62,10.91501573,8.66,707,1530,5337,56.2,0,0,0,0
1,"debt_consolidation",0.0932,127.79,10.6214249,12.99,747,2009.958333,2727,12.8,2,0,0,0
1,"all_other",0.0774,218.54,10.16585182,4.29,772,4770.041667,0,0,0,0,0,0
1,"small_business",0.1565,874.66,11.53272809,7.36,767,5340.041667,0,0,0,0,0,0
0,"debt_consolidation",0.1791,86.66,11.10721033,2.45,647,720,1601,50,3,0,0,0
1,"educational",0.1103,52.41,10.53209621,15.84,682,1829.958333,0,49.4,0,0,0,0
1,"major_purchase",0.08,250.7,10.80454281,2.24,777,3780.958333,2056,7.3,1,0,0,0
1,"debt_consolidation",0.1426,686.12,11.97035031,16.42,692,7589.958333,77324,75.9,0,0,0,0
1,"debt_consolidation",0.1982,556.1,10.68464561,5.22,667,1590,12390,98.3,1,0,0,0
1,"debt_consolidation",0.1099,157.13,9.61580548,0,752,1680.041667,0,0,0,0,0,1
0,"debt_consolidation",0.1322,169.01,10.26813067,5.46,697,2940,1113,30.1,4,0,0,0
1,"debt_consolidation",0.0963,70.61,9.183174704,18.62,717,5190,5209,46.9,0,0,1,0
0,"debt_consolidation",0.1287,336.34,11.51288546,15.29,707,3060,6386,24.2,4,0,0,0
1,"debt_consolidation",0.1316,168.86,10.40426284,14,697,1710,4536,33.1,0,0,1,0
1,"small_business",0.1411,855.73,12.47125984,7.82,712,8760,11697,33.2,0,0,0,0
0,"all_other",0.1183,331.34,11.08214255,23.54,722,5460,28045,51.8,5,0,0,1
1,"debt_consolidation",0.1209,359.18,10.57867441,5.53,697,1650.041667,14922,43.8,1,0,0,1
1,"debt_consolidation",0.1236,133.55,10.81977828,8.66,662,6839.041667,9380,44.1,1,0,1,1
0,"home_improvement",0.1229,116.74,11.03488966,26.74,737,5430,9366,40.7,6,0,0,1
1,"all_other",0.0938,230.24,10.71441777,0,782,4500.041667,0,0,3,0,0,0
1,"credit_card",0.1426,274.45,11.15625052,18.48,672,6540,7862,71.5,0,0,0,0
1,"credit_card",0.0859,410.94,10.9331784,17.96,777,5669.958333,13368,34.7,2,0,0,0
1,"major_purchase",0.0859,158.06,11.40756495,12.59,742,8040,3945,17.6,1,1,0,1
1,"home_improvement",0.08,313.37,11.12197846,6.72,782,6299.958333,3022,16.4,1,0,0,0
0,"credit_card",0.1537,522.7,11.35035948,4.04,702,9180.958333,12415,47.6,7,0,0,0
1,"all_other",0.1253,334.67,10.91508846,0.65,792,2311.041667,383,8.5,0,0,0,0
1,"all_other",0.1062,789.58,11.63691144,0.28,797,7020,633,1.1,0,0,0,0
1,"all_other",0.074,105.61,10.59663473,15.03,757,5610,12361,43.7,0,0,0,0
0,"debt_consolidation",0.1488,471.52,11.09741002,22.16,662,6840.041667,23802,62.8,6,0,0,1
1,"all_other",0.1001,33.89,10.89673933,11.56,707,4559.958333,8670,96.7,1,0,0,0
1,"debt_consolidation",0.1025,770.76,11.60823564,5.41,772,5460,4678,11,2,0,0,0
1,"major_purchase",0.1114,164.02,11.05089001,13.75,722,6030.041667,8851,21.7,0,0,0,0
0,"credit_card",0.1039,48.68,8.9226583,4.96,687,600,1954,43.4,1,0,0,0
1,"debt_consolidation",0.1392,443.78,10.96812932,19.24,682,4949.958333,17599,28.3,3,2,0,0
0,"all_other",0.0863,113.87,10.43399815,0.71,717,599.9583333,372,7.4,0,0,0,0
0,"educational",0.1059,156.23,9.652844328,0,682,1109,0,0,6,0,0,0
1,"debt_consolidation",0.1316,371.48,10.91501573,7.62,682,2669.958333,10756,69.8,0,0,0,0
0,"home_improvement",0.1418,513.98,10.89673933,10.47,662,2610,1298,12.1,4,1,0,0
1,"debt_consolidation",0.0963,192.57,10.16585182,8.35,757,11297,17737,23.6,0,0,0,0
1,"home_improvement",0.0932,319.47,10.30895266,2.56,782,2339.958333,473,1.9,0,0,0,0
1,"debt_consolidation",0.0932,460.04,11.32055357,4.29,772,5760,4554,9.4,2,0,0,0
1,"small_business",0.1292,507.36,10.6454249,23.29,717,5220.041667,462,11.3,2,0,1,0
1,"all_other",0.0963,385.14,11.19547123,9.26,752,2969.958333,4087,23.4,0,0,0,1
1,"debt_consolidation",0.1809,506.74,10.34817337,11.73,662,1140,15767,93.1,1,0,0,0
1,"all_other",0.0714,145.42,11.69524702,14.78,767,8580.041667,73708,25.5,0,0,0,0
1,"debt_consolidation",0.1183,381.04,10.60903256,15.7,722,9870,19036,82.4,0,0,0,0
1,"all_other",0.1411,855.73,11.66767025,15.53,712,2789.958333,26438,48.7,1,0,0,1
1,"educational",0.143,34.33,9.61580548,15.04,662,3330,6553,96,3,0,0,0
1,"debt_consolidation",0.1253,510.37,10.49404814,20.78,707,7740.041667,22376,47.9,1,1,0,0
1,"debt_consolidation",0.1565,279.89,10.26081229,6.17,722,2340.041667,4479,99.5,0,0,0,0
1,"debt_consolidation",0.0894,158.86,11.38509209,22.09,727,8400,20017,32,0,0,0,1
1,"debt_consolidation",0.1148,296.72,10.4341158,24.49,722,4050,8016,49.8,0,0,0,0
0,"all_other",0.0838,15.76,10.40426284,2.15,717,6359,3461,18.6,10,0,0,0
1,"debt_consolidation",0.1189,198.99,10.91508846,6.81,697,4559.958333,9720,40.3,0,0,0,0
1,"credit_card",0.1347,288.35,11.73606902,14.86,692,8010,27648,95.5,0,0,0,0
0,"credit_card",0.1287,672.67,11.60823564,23.4,717,5430,122620,0,0,0,0,1
0,"debt_consolidation",0.1513,260.47,10.98536052,17.59,647,3480,8135,79,3,0,0,1
1,"major_purchase",0.1422,368.56,10.1266311,11.38,677,1470,7634,50.9,0,0,0,0
1,"debt_consolidation",0.1071,244.52,11.28968191,13.02,702,3479.958333,8709,30.1,3,0,0,0
0,"debt_consolidation",0.1533,870.71,11.85651517,23.82,707,4800,259128,94.4,0,0,0,0
1,"all_other",0.0932,191.69,10.95080655,11.56,777,6810,14650,24.5,5,0,0,0
0,"debt_consolidation",0.2121,340.06,11.40756495,10.24,682,1452,6089,45.1,10,0,0,0
1,"credit_card",0.1322,101.41,10.82778673,11.45,692,5553,21085,36.8,0,0,0,0
1,"credit_card",0.1122,164.23,10.30895266,18.64,702,5190,15840,47.1,0,0,0,0
1,"all_other",0.1001,157.33,10.81977828,9.62,717,3119.958333,11579,37,2,0,0,0
1,"all_other",0.0894,317.72,11.1844214,9.38,782,5943.041667,3187,13.1,0,0,0,0
1,"all_other",0.0788,187.69,10.83958091,13.36,737,4890.041667,10685,89.8,1,0,0,0
1,"all_other",0.1426,205.84,10.60905725,20.83,697,1260,12,1.5,2,0,0,0
1,"educational",0.0751,217.77,10.54534144,17.43,747,1681.041667,2701,9.1,0,0,0,0
1,"educational",0.1114,229.63,10.55841352,1.53,772,1500.041667,777,4.8,0,0,0,0
0,"debt_consolidation",0.1385,136.42,11.00209984,18.18,677,3423.041667,15301,85,4,0,0,0
1,"credit_card",0.0932,153.35,11.27720313,17.26,742,5160,22101,26.8,0,0,0,0
1,"debt_consolidation",0.1442,515.74,12.4049235,20.01,692,7290,77179,82.5,1,0,0,0
1,"credit_card",0.1311,269.96,10.77895629,8.4,682,3750,9168,77.7,1,0,0,0
1,"debt_consolidation",0.0894,317.72,12.10071213,4.33,742,4259.958333,1341,12.1,3,0,0,1
1,"all_other",0.1357,54.35,9.422220731,21.46,712,1470,0,0,3,0,0,1
1,"debt_consolidation",0.0894,203.34,10.2791805,18.13,732,2462.958333,8713,41.3,1,0,0,0
1,"debt_consolidation",0.1513,680.69,11.22524339,19.36,662,2669.958333,20658,55.4,0,0,0,0
1,"major_purchase",0.1348,33.93,11.38509209,10.34,677,3810.041667,30435,93.6,1,0,0,0
1,"all_other",0.1392,51.21,10.30895266,19.08,667,3300.041667,2603,44.1,3,0,0,0
1,"all_other",0.1287,94.18,10.72161404,3.52,682,4289.958333,2391,30.7,1,0,0,1
1,"all_other",0.1189,397.97,11.07293102,0.41,742,3119.958333,411,1.9,1,0,0,0
1,"credit_card",0.0859,113.8,11.00209984,2.9,742,3629.958333,3880,25,4,0,0,0
1,"debt_consolidation",0.1148,461.56,10.91508846,18.92,732,2970,9646,41.6,1,0,0,0
1,"credit_card",0.1197,109.56,9.798127037,17.4,672,1169.958333,8562,32.9,3,0,0,1
1,"debt_consolidation",0.1355,373.56,10.77895629,22.75,677,2730.041667,10211,96.3,0,0,0,0
0,"debt_consolidation",0.1357,823.74,12.20607265,14.3,722,5371.041667,155946,90.1,0,0,0,1
1,"credit_card",0.0894,444.81,10.858999,10.89,762,4807,8447,50.9,0,0,0,0
1,"small_business",0.1979,287.2,10.87804719,15.26,692,3509.958333,11835,98.6,1,0,0,1
1,"major_purchase",0.08,300.83,11.69524702,5.93,777,5850,5981,14.5,1,0,0,0
1,"debt_consolidation",0.1114,377.25,11.88448902,3.32,757,4200,11484,52,0,0,0,0
1,"debt_consolidation",0.1183,278.33,10.75790288,5.67,712,2341.041667,9033,33.3,1,0,0,0
1,"debt_consolidation",0.1774,720.42,11.81303006,19.85,672,4080.041667,34863,90.8,1,0,1,0
1,"home_improvement",0.102,242.71,11.27663335,11.99,732,4686.958333,42703,40.4,3,0,0,1
0,"all_other",0.0832,15.75,11.51292546,14.02,747,1020,56,5.6,1,0,0,0
0,"debt_consolidation",0.1222,193.26,10.15393494,20.88,687,6120,8883,78.6,4,0,0,0
1,"debt_consolidation",0.1197,166,10.84583582,22.73,692,3719.958333,12235,70.3,0,0,0,0
1,"home_improvement",0.1379,340.76,10.49127422,12.3,732,8130.958333,6729,97.5,1,0,0,1
1,"debt_consolidation",0.1183,497.01,11.38509209,19.7,732,6481.958333,32725,41.9,2,0,0,0
1,"debt_consolidation",0.1189,829.1,11.35040654,19.48,737,5639.958333,28854,52.1,0,0,0,0
0,"all_other",0.1172,35.57,8.9226583,19.2,672,1200.041667,5168,84.1,4,0,0,0
0,"major_purchase",0.1878,146.18,10.49127422,19.2,677,1290.041667,3014,55.8,9,0,0,0
1,"debt_consolidation",0.1399,222.13,10.83981618,13.81,672,3060.041667,29212,63.1,0,0,0,0
1,"small_business",0.1461,344.76,11.00209984,14.32,742,11312,41063,61.3,4,0,0,1
1,"debt_consolidation",0.1474,207.23,11.13683468,12.57,682,7230,17133,66.7,2,1,0,1
1,"home_improvement",0.1095,261.71,11.14186178,7.1,732,3180,18831,48.5,1,0,0,0
0,"small_business",0.2052,898.27,11.73606902,16.62,762,4231.041667,0,0,9,0,0,0
1,"educational",0.0751,311.1,10.71441777,1.92,792,6543,1569,2.4,2,0,0,0
1,"small_business",0.1739,179.24,11.2515607,23.19,687,9631.041667,35820,96.8,1,0,0,1
1,"all_other",0.0894,381.26,11.00209984,15.86,792,8100,498,0.4,0,0,0,0
1,"debt_consolidation",0.1505,294.88,9.903487553,12,667,2490.041667,6574,79.2,1,0,0,0
1,"small_business",0.1221,666.3,11.69524702,8.22,782,6450,3606,4.5,0,0,0,0
1,"credit_card",0.0963,385.14,11.00209984,19.4,762,12000,13659,22,0,0,0,0
0,"educational",0.0859,63.23,10.04324949,5.63,737,3660,5563,53.5,4,0,0,0
1,"credit_card",0.0743,155.38,11.15625052,4.56,812,9809,813,1,0,0,0,0
0,"home_improvement",0.1312,67.51,10.71441777,4.83,642,2489.958333,0,0,1,0,0,1
1,"debt_consolidation",0.1218,158.18,11.82815218,23.49,697,5520.041667,24235,73.7,1,0,0,0
1,"all_other",0.1348,196.76,10.59663473,14.58,682,3240.041667,4112,45.2,0,0,0,1
0,"all_other",0.1322,40.57,10.0762637,8.78,682,2160,1328,83,4,1,0,0
1,"debt_consolidation",0.0963,320.95,10.23981692,22.97,742,4470.041667,11488,22.3,0,0,0,0
1,"all_other",0.1505,69.39,10.81977828,22.99,667,3930,6712,64.5,2,0,0,0
1,"small_business",0.1311,674.9,11.8493977,9.21,732,6060.041667,28651,92.4,0,1,0,1
1,"credit_card",0.1272,588.13,11.93031914,15.72,692,4800.041667,37008,56.2,0,1,0,0
1,"debt_consolidation",0.1253,281.12,11.30220443,1.85,687,4320,6716,32.7,2,0,0,0
1,"home_improvement",0.1078,130.54,10.81977828,15.5,687,8369,10979,37.2,0,2,0,0
1,"credit_card",0.1357,509.53,11.30220443,0.81,752,4770,981,1.1,7,1,0,1
1,"debt_consolidation",0.0894,413.03,10.71441777,13.17,757,3360.041667,5623,20,0,0,0,0
0,"small_business",0.1533,870.71,11.8493977,23.81,712,7775.041667,60048,80.1,5,0,0,0
0,"credit_card",0.1545,191.88,11.51292546,22.46,647,9089,70533,79.4,6,0,0,0
0,"credit_card",0.1418,136.21,10.08580911,29.7,727,5640,9862,16.4,0,1,0,0
0,"all_other",0.1411,171.15,10.12679109,5.62,682,2250,4974,24.6,5,0,0,0
1,"debt_consolidation",0.16,457.05,10.67359577,11.08,672,2939.958333,2350,63.5,0,0,0,0
1,"credit_card",0.1392,751.02,11.22524339,23.92,707,4699,13236,61.3,0,0,0,0
1,"debt_consolidation",0.1496,866.13,11.9381932,16.55,702,7139.958333,23798,48.7,3,1,0,1
1,"debt_consolidation",0.1461,163.76,9.546812609,10.71,677,1140,3798,50.6,2,0,0,0
1,"credit_card",0.1459,413.58,11.72803684,15.36,672,7610,30232,67.3,0,2,0,0
1,"credit_card",0.0963,320.95,10.77895629,13.8,742,5249.958333,9660,60.4,2,0,0,0
0,"all_other",0.092,255.15,10.858999,11.08,732,6870,5255,46.1,5,1,0,0
1,"credit_card",0.1078,228.45,10.50506754,7.76,687,2010.041667,6999,65.7,0,0,0,0
1,"major_purchase",0.1114,328.04,11.44035477,13.03,727,3030,5960,43.8,0,0,0,0
1,"credit_card",0.1316,309,10.66895539,21.66,692,3089.958333,14299,79.4,0,0,0,0
0,"debt_consolidation",0.1311,337.45,10.69194491,23.62,702,3780.041667,6255,56.9,5,2,0,0
0,"debt_consolidation",0.1804,627.6,11.65268741,21.03,652,7140.041667,73941,63.5,2,0,0,0
0,"debt_consolidation",0.145,61.96,10.30895266,2.84,642,1200,1429,84.1,2,0,0,0
1,"small_business",0.1273,671.33,11.81303006,7.91,747,6316.041667,15864,96.9,1,0,0,0
1,"debt_consolidation",0.1379,681.51,11.54248427,19.76,692,6960,22512,65.2,0,0,0,0
1,"debt_consolidation",0.1385,613.87,10.90595598,13.59,692,4170.041667,19994,49.4,0,0,0,1
1,"all_other",0.1183,139.17,9.287301413,0,747,2970.041667,0,0,2,0,0,0
1,"all_other",0.1014,611.1,10.69194491,9.79,732,5940.041667,0,0,0,0,0,0
1,"debt_consolidation",0.1146,59.33,11.00209984,18.42,682,4470.041667,4170,59.2,0,1,0,0
1,"major_purchase",0.1148,494.53,11.28978191,0.66,752,2789.958333,513,7,3,0,0,0
1,"major_purchase",0.0768,99.81,11.0303147,12.29,762,10709.95833,7232,3.6,2,0,0,0
1,"all_other",0.1183,99.41,11.1844214,11.12,727,8220.041667,1942,77.7,0,0,0,0
1,"all_other",0.0774,93.66,11.35035948,11.38,762,4474,265,3.3,1,0,0,0
1,"debt_consolidation",0.1062,814,11.91839057,3.45,792,8250.041667,42863,0,1,0,0,0
1,"major_purchase",0.1442,51.58,10.93596004,19.85,672,4320,15198,84,0,0,0,0
1,"debt_consolidation",0.1249,301.04,11.00209984,4.64,662,2222,8355,34.4,0,2,0,1
1,"debt_consolidation",0.0976,225.09,10.22557105,17.78,717,1830,16326,48.6,2,0,0,0
1,"debt_consolidation",0.1311,242.97,10.2791805,9.68,697,4290.041667,6659,80.2,0,0,1,0
1,"debt_consolidation",0.1221,166.58,10.08580911,14.05,692,8769,5122,73.2,0,0,1,1
1,"credit_card",0.0714,185.64,10.91474295,17.26,767,3961,8039,34.4,0,0,0,0
1,"small_business",0.1843,363.7,11.40087596,1.26,702,3119.958333,3327,23.8,2,0,0,0
1,"small_business",0.0938,383.73,11.81303006,9.91,767,13620,1579,7.2,0,0,0,0
1,"all_other",0.0737,60.54,10.54534144,14.49,777,4950.041667,1595,5.1,0,0,0,0
0,"debt_consolidation",0.1457,516.83,10.8177362,25.4,707,6360.041667,11937,52.8,0,0,0,1
1,"all_other",0.1183,795.22,11.91839057,0.7,812,11702,346,0.7,0,0,0,0
1,"small_business",0.1253,836.66,11.65268741,13.74,727,9214.041667,40110,2.9,0,0,0,0
1,"all_other",0.1218,699.3,10.88893114,4.84,802,8010,120,2.4,1,0,0,1
0,"all_other",0.1537,348.47,11.1420067,11.01,687,5370,10631,35.3,6,0,0,0
1,"credit_card",0.1241,233.88,11.51292546,7.88,677,9270,6410,41.4,0,0,0,0
0,"debt_consolidation",0.1438,240.54,10.30895266,4.04,642,450,2288,53.2,2,0,0,1
1,"debt_consolidation",0.1461,172.38,11.00209984,20.92,712,5674.958333,3179,20.6,1,0,0,0
1,"debt_consolidation",0.1632,459.08,10.82972862,17.23,667,1470,6570,39.3,1,0,0,0
1,"debt_consolidation",0.1357,543.5,11.44035477,14.37,692,8370,17729,39,0,0,0,0
1,"all_other",0.0932,191.69,10.78931908,4.08,742,3600.041667,4014,25.9,0,0,0,0
1,"all_other",0.1367,102.06,10.72165816,2.57,677,3120.041667,1864,44.4,0,2,0,0
1,"debt_consolidation",0.1379,340.76,10.37349118,20.29,692,6570,16354,63.6,0,0,0,0
1,"credit_card",0.0963,168.5,11.08220409,20.16,727,3397.958333,25147,60.3,1,0,0,0
1,"debt_consolidation",0.1348,720.89,10.70211124,17.68,702,4860.041667,19484,46.5,0,0,0,0
1,"small_business",0.0963,288.85,11.42954386,15.85,732,4589.958333,27458,63.4,0,0,0,0
1,"debt_consolidation",0.1316,168.86,10.96819829,0.12,722,2070,5176,45.6,0,0,0,0
1,"all_other",0.102,103.56,10.37349118,4.95,717,9570,995,2.2,1,2,0,0
1,"educational",0.1025,32.39,9.259130536,21.37,702,5310.041667,5430,48.9,0,1,0,1
